Point,CPD (mV),WFRA (mV),WFDel (mV),Std WF,GD (au),Std GD,Z Height (um),User,Time(Secs),,
1294,-43.0,-42.0,-4.2,2.6,286.1,0.3,0.00,1.3,556.046,,
1295,-39.5,-41.2,-0.6,2.6,286.1,0.3,0.00,1.3,556.483,,
1296,-39.5,-40.7,-0.6,2.6,286.1,0.3,0.00,1.3,556.920,,
1297,-36.1,-38.3,2.8,2.6,286.0,0.3,0.00,1.0,557.372,,
1298,-37.5,-37.7,1.4,2.6,286.1,0.3,0.00,-0.4,557.824,,
1299,-42.5,-38.7,-3.6,2.6,286.2,0.3,0.00,1.3,558.277,,
1300,-40.4,-40.1,-1.5,2.6,286.1,0.3,0.00,1.2,558.729,,
1301,-39.1,-40.7,-0.3,2.6,286.0,0.3,0.00,0.8,559.182,,
1302,-40.0,-39.8,-1.1,2.6,286.1,0.3,0.00,1.4,559.634,,
1303,-39.8,-39.6,-1.0,2.6,286.1,0.3,0.00,1.3,560.086,,
1304,-39.8,-39.9,-1.0,2.6,286.1,0.3,0.00,1.3,560.539,,
1305,-38.6,-39.4,0.3,2.6,286.1,0.3,0.00,0.7,560.991,,
1306,-42.7,-40.4,-3.8,2.6,286.1,0.3,0.00,1.3,561.444,,
1307,-39.6,-40.3,-0.8,2.6,286.1,0.3,0.00,1.3,561.896,,
1308,-42.1,-41.5,-3.3,2.6,286.1,0.3,0.00,1.3,562.333,,
1309,-42.1,-41.3,-3.3,2.6,286.0,0.3,0.00,1.2,562.785,,
1310,-44.6,-43.0,-5.8,2.6,286.2,0.3,0.00,0.7,563.238,,
1311,-40.3,-42.4,-1.5,2.6,286.3,0.3,0.00,1.3,563.706,,
1312,-40.0,-41.7,-1.1,2.6,286.1,0.3,0.00,1.3,564.142,,
1313,-35.7,-38.7,3.1,2.6,286.2,0.3,0.00,1.3,564.579,,
1314,-43.7,-39.8,-4.9,2.6,286.1,0.3,0.00,1.3,565.016,,
1315,-43.2,-40.9,-4.3,2.6,286.0,0.3,0.00,1.3,565.453,,
1316,-46.2,-44.4,-7.3,2.6,286.3,0.3,0.00,0.9,565.905,,
1317,-43.4,-44.3,-4.5,2.6,286.1,0.3,0.00,-0.4,566.358,,
1318,-41.9,-43.8,-3.1,2.6,286.2,0.3,0.00,1.2,566.810,,
1319,-40.9,-42.1,-2.0,2.6,286.1,0.3,0.00,1.2,567.262,,
1320,-40.2,-41.0,-1.3,2.6,286.1,0.3,0.00,0.9,567.715,,
1321,-38.2,-39.8,0.6,2.6,286.1,0.3,0.00,-0.4,568.167,,
1322,-43.4,-40.6,-4.5,2.6,286.2,0.3,0.00,1.3,568.620,,
1323,-41.6,-41.1,-2.7,2.6,286.1,0.3,0.00,1.3,569.072,,
1324,-38.6,-41.2,0.3,2.6,286.1,0.3,0.00,1.1,569.524,,
1325,-43.7,-41.3,-4.9,2.6,286.2,0.3,0.00,0.0,569.977,,
1326,-38.9,-40.4,-0.1,2.6,286.0,0.3,0.00,1.3,570.414,,
1327,-42.3,-41.7,-3.4,2.6,286.2,0.3,0.00,1.4,570.866,,
1328,-43.4,-41.5,-4.5,2.6,286.1,0.3,0.00,1.3,571.303,,
1329,-37.3,-41.0,1.5,2.6,286.1,0.3,0.00,1.4,571.740,,
1330,-43.4,-41.4,-4.5,2.6,286.1,0.3,0.00,1.3,572.176,,
1331,-41.6,-40.8,-2.7,2.6,286.1,0.3,0.00,1.3,572.613,,
1332,-45.1,-43.4,-6.3,2.6,286.2,0.3,0.00,1.2,573.050,,
1333,-34.8,-40.5,4.0,2.6,286.1,0.3,0.00,0.9,573.502,,
1334,-42.3,-40.8,-3.4,2.6,286.2,0.3,0.00,1.3,573.970,,
1335,-39.6,-38.9,-0.8,2.6,286.2,0.3,0.00,1.3,574.423,,
1336,-42.3,-41.4,-3.4,2.6,286.4,0.3,0.00,1.3,574.860,,
1337,-36.6,-39.5,2.2,2.6,286.1,0.3,0.00,0.8,575.312,,
1338,-44.6,-41.2,-5.7,2.6,286.2,0.3,0.00,1.4,575.764,,
1339,-42.1,-41.1,-3.3,2.6,286.2,0.3,0.00,1.3,576.217,,
1340,-40.4,-42.4,-1.5,2.6,286.0,0.3,0.00,1.2,576.669,,
1341,-39.7,-40.7,-0.8,2.6,286.0,0.3,0.00,0.7,577.122,,
1342,-39.6,-39.9,-0.8,2.6,286.3,0.3,0.00,1.3,577.574,,
1343,-40.0,-39.8,-1.1,2.6,286.2,0.3,0.00,1.4,578.026,,
1344,-43.2,-40.9,-4.3,2.6,286.2,0.3,0.00,1.2,578.479,,
1345,-41.2,-41.5,-2.4,2.6,286.2,0.3,0.00,0.7,578.931,,
1346,-42.1,-42.2,-3.3,2.6,286.1,0.3,0.00,1.3,579.384,,
1347,-40.2,-41.2,-1.3,2.6,286.0,0.3,0.00,1.3,579.820,,
1348,-41.4,-41.3,-2.6,2.6,286.0,0.3,0.00,1.3,580.257,,
1349,-36.8,-39.5,2.1,2.6,286.2,0.3,0.00,1.3,580.694,,
1350,-42.3,-40.2,-3.4,2.6,286.2,0.3,0.00,1.3,581.131,,
1351,-39.1,-39.4,-0.3,2.6,286.1,0.3,0.00,1.3,581.583,,
1352,-48.0,-43.1,-9.1,2.6,286.1,0.3,0.00,0.9,582.036,,
1353,-34.5,-40.5,4.4,2.6,286.2,0.3,0.00,-0.4,582.488,,
1354,-41.8,-41.4,-2.9,2.7,286.1,0.3,0.00,1.3,582.940,,
1355,-39.8,-38.7,-0.9,2.7,286.2,0.3,0.00,1.3,583.393,,
1356,-44.1,-41.9,-5.2,2.7,286.2,0.3,0.00,0.9,583.845,,
1357,-39.6,-41.2,-0.8,2.7,286.3,0.3,0.00,1.3,584.298,,
1358,-41.4,-41.7,-2.6,2.7,286.2,0.3,0.00,1.4,584.750,,
1359,-44.5,-41.8,-5.6,2.7,286.1,0.3,0.00,1.3,585.187,,
1360,-41.1,-42.3,-2.2,2.7,286.0,0.3,0.00,1.3,585.624,,
1361,-38.9,-41.5,-0.1,2.7,286.1,0.3,0.00,1.3,586.060,,
1362,-42.6,-40.9,-3.8,2.7,286.3,0.3,0.00,1.3,586.497,,
1363,-42.0,-41.2,-3.1,2.7,286.0,0.3,0.00,1.2,586.934,,
1364,-42.5,-42.4,-3.6,2.7,286.1,0.3,0.00,0.9,587.386,,
1365,-42.8,-42.4,-4.0,2.7,286.1,0.3,0.00,-0.7,587.839,,
1366,-40.3,-41.9,-1.5,2.7,286.2,0.3,0.00,1.4,588.291,,
1367,-40.2,-41.1,-1.3,2.7,286.2,0.3,0.00,1.3,588.744,,
1368,-40.7,-40.4,-1.8,2.7,286.2,0.3,0.00,0.9,589.196,,
1369,-42.1,-41.0,-3.3,2.7,286.1,0.3,0.00,1.4,589.648,,
1370,-39.6,-40.8,-0.8,2.7,286.1,0.3,0.00,1.4,590.101,,
1371,-38.8,-40.2,0.1,2.7,286.1,0.3,0.00,1.3,590.553,,
1372,-37.3,-38.6,1.5,2.7,286.1,0.3,0.00,0.8,591.006,,
1373,-38.4,-38.2,0.4,2.7,286.0,0.3,0.00,1.4,591.458,,
1374,-43.2,-39.6,-4.3,2.6,286.1,0.3,0.00,1.4,591.910,,
1375,-41.3,-41.0,-2.4,2.7,285.9,0.3,0.00,1.3,592.347,,
1376,-44.5,-43.0,-5.6,2.7,286.1,0.3,0.00,1.3,592.784,,
1377,-37.9,-41.2,1.0,2.7,286.1,0.3,0.00,1.3,593.221,,
1378,-38.6,-40.3,0.3,2.7,285.9,0.3,0.00,1.2,593.658,,
1379,-39.6,-38.7,-0.8,2.7,286.3,0.3,0.00,1.3,594.094,,
1380,-38.4,-38.9,0.5,2.7,286.2,0.3,0.00,1.3,594.531,,
1381,-36.1,-38.0,2.8,2.6,286.2,0.3,0.00,0.8,594.984,,
1382,-44.4,-39.6,-5.6,2.6,286.3,0.3,0.00,1.4,595.436,,
1383,-37.3,-39.3,1.5,2.7,286.2,0.3,0.00,1.4,595.888,,
1384,-38.8,-40.2,0.1,2.7,286.1,0.3,0.00,1.3,596.325,,
1385,-48.2,-41.4,-9.3,2.7,286.1,0.3,0.00,1.3,596.762,,
1386,-39.6,-42.2,-0.8,2.7,286.1,0.3,0.00,1.3,597.199,,
1387,-38.8,-42.2,0.1,2.7,286.1,0.3,0.00,1.3,597.636,,
1388,-39.5,-39.3,-0.6,2.7,286.2,0.3,0.00,1.2,598.072,,
1389,-40.7,-39.6,-1.9,2.7,286.0,0.3,0.00,1.0,598.525,,
1390,-42.5,-40.9,-3.6,2.7,286.2,0.3,0.00,-0.2,598.977,,
1391,-36.8,-40.0,2.1,2.7,286.1,0.3,0.00,1.3,599.430,,
1392,-38.0,-39.1,0.8,2.7,286.1,0.3,0.00,1.3,599.882,,
1393,-43.0,-39.3,-4.2,2.7,286.2,0.3,0.00,1.0,600.334,,
1394,-44.6,-41.9,-5.8,2.7,286.2,0.3,0.00,1.0,600.771,,
1395,-40.5,-42.7,-1.7,2.7,286.2,0.3,0.00,1.3,601.224,,
1396,-41.4,-42.2,-2.5,2.7,286.3,0.3,0.00,1.4,601.676,,
1397,-38.6,-40.2,0.3,2.7,286.2,0.3,0.00,1.4,602.113,,
1398,-43.0,-41.0,-4.2,2.7,286.1,0.3,0.00,1.3,602.550,,
1399,-40.0,-40.5,-1.1,2.7,286.1,0.3,0.00,1.3,602.986,,
1400,-39.8,-40.9,-0.9,2.7,286.3,0.3,0.00,1.3,603.423,,
1401,-41.1,-40.3,-2.2,2.7,286.2,0.3,0.00,1.2,603.860,,
1402,-43.0,-41.3,-4.1,2.7,286.3,0.3,0.00,0.9,604.312,,
1403,-45.5,-43.2,-6.6,2.7,286.3,0.3,0.00,-0.5,604.765,,
1404,-38.6,-42.4,0.3,2.7,286.1,0.3,0.00,1.3,605.217,,
1405,-41.9,-42.0,-3.1,2.7,286.2,0.3,0.00,1.3,605.654,,
1406,-39.7,-40.1,-0.8,2.7,286.0,0.3,0.00,1.3,606.091,,
1407,-39.8,-40.5,-1.0,2.7,286.1,0.3,0.00,1.3,606.528,,
1408,-40.2,-39.9,-1.3,2.7,286.2,0.3,0.00,1.3,606.964,,
1409,-39.4,-39.8,-0.6,2.7,286.3,0.3,0.00,1.3,607.401,,
1410,-43.6,-41.1,-4.7,2.7,286.1,0.3,0.00,1.2,607.838,,
1411,-42.1,-41.7,-3.3,2.7,286.1,0.3,0.00,0.9,608.290,,
1412,-39.8,-41.8,-1.0,2.7,286.2,0.3,0.00,-0.1,608.743,,
1413,-40.9,-40.9,-2.0,2.7,286.3,0.3,0.00,1.3,609.180,,
1414,-38.9,-39.9,0.0,2.7,286.4,0.3,0.00,1.4,609.616,,
1415,-38.0,-39.3,0.8,2.7,286.1,0.3,0.00,1.3,610.053,,
1416,-40.3,-39.1,-1.4,2.7,286.4,0.3,0.00,1.3,610.490,,
1417,-38.2,-38.9,0.6,2.7,286.1,0.3,0.00,1.3,610.942,,
1418,-42.8,-40.5,-4.0,2.7,286.1,0.3,0.00,1.3,611.379,,
1419,-43.4,-41.5,-4.5,2.7,286.2,0.3,0.00,1.0,611.832,,
1420,-44.8,-43.7,-5.9,2.7,286.2,0.3,0.00,-0.5,612.284,,
1421,-45.8,-44.7,-7.0,2.7,286.2,0.3,0.00,1.4,612.736,,
1422,-42.5,-44.4,-3.6,2.7,286.1,0.3,0.00,1.4,613.189,,
1423,-37.3,-41.9,1.5,2.7,286.1,0.3,0.00,0.9,613.641,,
1424,-38.0,-39.3,0.8,2.7,286.2,0.3,0.00,1.4,614.094,,
1425,-40.0,-38.4,-1.1,2.7,286.4,0.3,0.00,1.3,614.530,,
1426,-44.8,-40.9,-5.9,2.7,286.2,0.3,0.00,1.4,614.967,,
1427,-39.6,-41.5,-0.8,2.7,286.2,0.3,0.00,1.3,615.404,,
1428,-38.6,-41.0,0.3,2.7,286.2,0.3,0.00,1.3,615.841,,
1429,-43.0,-40.4,-4.1,2.7,286.2,0.3,0.00,1.3,616.278,,
1430,-36.8,-39.4,2.1,2.7,286.4,0.3,0.00,1.3,616.714,,
1431,-40.7,-40.2,-1.8,2.7,286.2,0.3,0.00,1.3,617.151,,
1432,-41.2,-39.6,-2.4,2.7,286.2,0.3,0.00,1.3,617.588,,
1433,-41.4,-41.1,-2.5,2.7,286.2,0.3,0.00,1.4,618.025,,
1434,-42.5,-41.7,-3.6,2.7,286.2,0.3,0.00,1.3,618.462,,
1435,-41.4,-41.8,-2.5,2.7,286.3,0.3,0.00,1.3,618.898,,
1436,-39.4,-41.1,-0.6,2.7,286.3,0.3,0.00,1.2,619.335,,
1437,-40.3,-40.4,-1.5,2.7,286.3,0.3,0.00,0.9,619.788,,
1438,-39.3,-39.7,-0.4,2.7,286.3,0.3,0.00,-0.5,620.240,,
1439,-38.6,-39.4,0.3,2.7,286.3,0.3,0.00,1.4,620.692,,
1440,-38.0,-38.6,0.8,2.7,286.2,0.3,0.00,1.3,621.145,,
1441,-40.7,-39.1,-1.8,2.7,286.4,0.3,0.00,0.9,621.597,,
1442,-42.5,-40.4,-3.6,2.7,286.2,0.3,0.00,-0.2,622.050,,
1443,-41.1,-41.4,-2.2,2.7,286.1,0.3,0.00,1.3,622.486,,
1444,-38.4,-40.6,0.5,2.7,286.2,0.3,0.00,1.3,622.923,,
1445,-41.2,-40.2,-2.4,2.7,286.1,0.3,0.00,1.3,623.360,,
1446,-38.0,-39.2,0.9,2.7,286.4,0.3,0.00,1.3,623.797,,
1447,-38.4,-39.2,0.5,2.7,286.2,0.3,0.00,1.3,624.234,,
1448,-45.7,-40.7,-6.8,2.7,286.3,0.3,0.00,1.2,624.670,,
1449,-40.9,-41.6,-2.0,2.7,286.1,0.3,0.00,1.3,625.123,,
1450,-40.0,-42.2,-1.1,2.7,286.4,0.3,0.00,1.0,625.575,,
1451,-43.0,-41.3,-4.1,2.7,286.2,0.3,0.00,1.3,626.028,,
1452,-40.0,-41.0,-1.1,2.7,286.1,0.3,0.00,1.3,626.464,,
1453,-43.6,-42.2,-4.7,2.7,286.0,0.3,0.00,1.3,626.901,,
1454,-37.0,-40.2,1.9,2.7,286.1,0.3,0.00,1.3,627.338,,
1455,-43.0,-41.2,-4.1,2.7,286.3,0.3,0.00,1.4,627.775,,
1456,-40.5,-40.2,-1.6,2.7,286.4,0.3,0.00,1.3,628.212,,
1457,-39.6,-41.0,-0.7,2.7,286.4,0.3,0.00,1.3,628.648,,
1458,-34.8,-38.3,4.0,2.7,286.3,0.3,0.00,1.3,629.101,,
1459,-41.2,-38.5,-2.3,2.7,286.4,0.3,0.00,1.0,629.553,,
1460,-40.8,-39.0,-2.0,2.7,286.4,0.3,0.00,-0.4,630.006,,
1461,-41.6,-41.2,-2.7,2.7,286.2,0.3,0.00,1.3,630.442,,
1462,-40.7,-41.0,-1.8,2.7,286.3,0.3,0.00,1.3,630.879,,
1463,-39.1,-40.4,-0.2,2.7,286.4,0.3,0.00,1.3,631.316,,
1464,-42.5,-40.7,-3.6,2.7,286.4,0.3,0.00,1.3,631.753,,
1465,-43.1,-41.6,-4.3,2.7,286.5,0.3,0.00,1.3,632.190,,
1466,-43.5,-43.0,-4.7,2.7,286.3,0.3,0.00,1.3,632.642,,
1467,-40.4,-42.3,-1.5,2.7,286.1,0.3,0.00,1.3,633.079,,
1468,-38.9,-40.9,0.0,2.7,286.4,0.3,0.00,0.8,633.531,,
1469,-38.2,-39.1,0.7,2.7,286.5,0.3,0.00,1.3,633.984,,
1470,-41.4,-39.5,-2.5,2.7,286.3,0.3,0.00,1.4,634.436,,
1471,-44.6,-41.4,-5.7,2.7,286.3,0.3,0.00,1.3,634.888,,
1472,-41.2,-42.4,-2.3,2.7,286.4,0.3,0.00,1.0,635.341,,
1473,-38.2,-41.3,0.7,2.7,286.3,0.3,0.00,1.3,635.793,,
1474,-43.7,-41.0,-4.9,2.7,286.2,0.3,0.00,1.4,636.230,,
1475,-42.1,-41.3,-3.2,2.7,286.5,0.3,0.00,1.3,636.667,,
1476,-41.0,-42.3,-2.2,2.7,286.3,0.3,0.00,1.4,637.104,,
1477,-42.5,-41.9,-3.6,2.7,286.2,0.3,0.00,1.3,637.540,,
1478,-38.7,-40.7,0.2,2.7,286.4,0.3,0.00,1.3,637.977,,
1479,-42.3,-41.2,-3.4,2.7,286.3,0.3,0.00,1.3,638.430,,
1480,-43.3,-41.4,-4.5,2.7,286.4,0.3,0.00,1.3,638.866,,
1481,-40.9,-42.2,-2.0,2.7,286.4,0.3,0.00,0.9,639.319,,
1482,-42.4,-42.2,-3.6,2.7,286.5,0.3,0.00,1.3,639.771,,
1483,-37.5,-40.3,1.4,2.7,286.3,0.3,0.00,1.3,640.208,,
1484,-41.6,-40.5,-2.7,2.7,286.4,0.3,0.00,1.3,640.645,,
1485,-40.1,-39.7,-1.3,2.7,286.4,0.3,0.00,1.3,641.082,,
1486,-38.5,-40.1,0.3,2.7,286.3,0.3,0.00,1.4,641.518,,
1487,-40.7,-39.8,-1.8,2.7,286.3,0.3,0.00,1.3,641.971,,
1488,-35.9,-38.4,3.0,2.7,286.3,0.3,0.00,1.2,642.408,,
1489,-40.3,-39.0,-1.5,2.7,286.3,0.3,0.00,1.0,642.860,,
1490,-43.9,-40.0,-5.0,2.7,286.2,0.3,0.00,-0.3,643.312,,
1491,-39.3,-41.2,-0.4,2.7,286.3,0.3,0.00,-0.4,643.749,,
1492,-38.2,-40.4,0.7,2.7,286.5,0.3,0.00,1.4,644.186,,
1493,-44.6,-40.7,-5.7,2.7,286.4,0.3,0.00,1.4,644.623,,
1494,-41.1,-41.3,-2.2,2.7,286.2,0.3,0.00,1.3,645.060,,
1495,-43.2,-42.9,-4.3,2.7,286.2,0.3,0.00,1.3,645.496,,
1496,-40.0,-41.4,-1.1,2.7,286.4,0.3,0.00,1.3,645.933,,
1497,-43.7,-42.3,-4.8,2.7,286.4,0.3,0.00,1.3,646.386,,
1498,-42.0,-41.9,-3.1,2.7,286.1,0.3,0.00,1.0,646.838,,
1499,-41.0,-42.2,-2.2,2.7,286.2,0.3,0.00,1.4,647.290,,
1500,-42.1,-41.7,-3.2,2.7,286.3,0.3,0.00,1.3,647.727,,
1501,-37.3,-40.2,1.5,2.7,286.2,0.3,0.00,1.3,648.164,,
1502,-41.6,-40.3,-2.7,2.7,286.1,0.3,0.00,1.3,648.601,,
1503,-41.4,-40.1,-2.5,2.7,286.3,0.3,0.00,1.4,649.038,,
1504,-39.6,-40.9,-0.8,2.7,286.3,0.3,0.00,1.3,649.474,,
1505,-41.4,-40.8,-2.5,2.7,286.4,0.3,0.00,1.3,649.911,,
1506,-36.9,-39.3,1.9,2.7,286.4,0.3,0.00,1.2,650.364,,
1507,-39.8,-39.4,-0.9,2.7,286.4,0.3,0.00,0.9,650.816,,
1508,-39.4,-38.7,-0.6,2.7,286.4,0.3,0.00,-0.5,651.268,,
1509,-40.3,-39.8,-1.5,2.7,286.4,0.3,0.00,1.4,651.705,,
1510,-42.3,-40.7,-3.4,2.7,286.4,0.3,0.00,1.3,652.142,,
1511,-40.7,-41.1,-1.8,2.7,286.2,0.3,0.00,1.3,652.579,,
1512,-39.6,-40.9,-0.8,2.7,286.3,0.3,0.00,1.3,653.016,,
1513,-41.4,-40.6,-2.5,2.7,286.3,0.3,0.00,1.3,653.452,,
1514,-38.2,-39.7,0.7,2.7,286.3,0.3,0.00,1.3,653.905,,
1515,-39.3,-39.6,-0.4,2.7,286.4,0.3,0.00,1.3,654.342,,
1516,-39.3,-38.9,-0.4,2.7,286.4,0.3,0.00,0.8,654.794,,
1517,-44.3,-40.9,-5.4,2.7,286.1,0.3,0.00,1.3,655.246,,
1518,-40.7,-41.4,-1.8,2.7,286.2,0.3,0.00,1.3,655.683,,
1519,-40.1,-41.7,-1.3,2.7,286.4,0.3,0.00,1.3,656.120,,
1520,-44.8,-41.9,-5.9,2.7,286.2,0.3,0.00,1.3,656.557,,
1521,-42.3,-42.4,-3.4,2.7,286.4,0.3,0.00,1.3,656.994,,
1522,-41.2,-42.8,-2.3,2.7,286.4,0.3,0.00,1.3,657.430,,
1523,-40.3,-41.3,-1.5,2.7,286.3,0.3,0.00,1.3,657.883,,
1524,-40.7,-40.7,-1.8,2.7,286.4,0.3,0.00,1.3,658.320,,
1525,-42.5,-41.2,-3.6,2.7,286.2,0.3,0.00,1.0,658.772,,
1526,-43.5,-42.2,-4.6,2.7,286.5,0.3,0.00,-0.5,659.224,,
1527,-40.8,-42.3,-2.0,2.7,286.5,0.3,0.00,1.3,659.661,,
1528,-44.6,-43.0,-5.7,2.7,286.5,0.3,0.00,1.3,660.098,,
1529,-44.1,-43.1,-5.2,2.7,286.3,0.3,0.00,1.3,660.535,,
1530,-37.1,-41.9,1.7,2.7,286.3,0.3,0.00,1.3,660.972,,
1531,-38.3,-39.8,0.5,2.7,286.5,0.3,0.00,1.3,661.408,,
1532,-44.9,-40.1,-6.1,2.7,286.4,0.3,0.00,1.3,661.861,,
1533,-43.7,-42.3,-4.8,2.7,286.6,0.3,0.00,1.2,662.298,,
1534,-43.1,-43.9,-4.3,2.7,286.6,0.3,0.00,1.1,662.750,,
1535,-44.0,-43.6,-5.2,2.7,286.4,0.3,0.00,1.3,663.202,,
1536,-44.2,-43.8,-5.3,2.7,286.6,0.3,0.00,1.3,663.639,,
1537,-41.5,-43.3,-2.7,2.7,286.5,0.3,0.00,1.3,664.092,,
1538,-42.0,-42.6,-3.1,2.7,286.1,0.3,0.00,1.4,664.528,,
1539,-43.0,-42.2,-4.1,2.7,286.4,0.3,0.00,1.2,664.981,,
1540,-42.1,-42.3,-3.2,2.7,286.4,0.3,0.00,0.7,665.433,,
1541,-42.1,-42.4,-3.2,2.7,286.4,0.3,0.00,0.4,665.870,,
1542,-38.2,-40.8,0.7,2.7,286.5,0.3,0.00,0.3,666.307,,
1543,-41.6,-40.6,-2.7,2.7,286.4,0.3,0.00,0.2,666.744,,
1544,-42.6,-40.8,-3.8,2.7,286.4,0.3,0.00,1.3,667.180,,
1545,-42.3,-42.1,-3.4,2.7,286.5,0.3,0.00,1.3,667.617,,
1546,-44.4,-43.1,-5.5,2.7,286.4,0.3,0.00,1.3,668.054,,
1547,-36.9,-41.2,1.9,2.7,286.4,0.3,0.00,1.3,668.491,,
1548,-44.0,-41.8,-5.2,2.7,286.4,0.3,0.00,1.3,668.928,,
1549,-40.3,-40.4,-1.5,2.7,286.4,0.3,0.00,1.3,669.364,,
1550,-43.5,-42.6,-4.6,2.7,286.6,0.3,0.00,1.3,669.801,,
1551,-37.3,-40.4,1.6,2.7,286.6,0.3,0.00,1.2,670.254,,
1552,-43.3,-41.4,-4.5,2.7,286.4,0.3,0.00,1.0,670.706,,
1553,-43.2,-41.3,-4.3,2.7,286.4,0.3,0.00,1.4,671.158,,
1554,-43.9,-43.5,-5.0,2.7,286.5,0.3,0.00,1.3,671.595,,
1555,-36.6,-41.2,2.3,2.7,286.3,0.3,0.00,1.3,672.032,,
1556,-45.3,-41.9,-6.4,2.7,286.6,0.3,0.00,1.3,672.469,,
1557,-42.2,-41.4,-3.4,2.7,286.5,0.3,0.00,1.3,672.906,,
1558,-41.0,-42.8,-2.1,2.7,286.5,0.3,0.00,1.3,673.342,,
1559,-44.4,-42.5,-5.5,2.7,286.4,0.3,0.00,1.3,673.795,,
1560,-45.6,-43.7,-6.8,2.7,286.6,0.3,0.00,1.3,674.232,,
1561,-39.9,-43.3,-1.1,2.7,286.6,0.3,0.00,0.9,674.684,,
1562,-46.0,-43.8,-7.1,2.7,286.6,0.3,0.00,1.4,675.136,,
1563,-39.9,-41.9,-1.1,2.7,286.5,0.3,0.00,1.3,675.573,,
1564,-40.9,-42.3,-2.0,2.7,286.3,0.3,0.00,1.3,676.010,,
1565,-40.5,-40.4,-1.6,2.7,286.5,0.3,0.00,1.4,676.447,,
1566,-43.8,-41.7,-5.0,2.7,286.5,0.3,0.00,1.4,676.884,,
1567,-40.1,-41.5,-1.3,2.7,286.5,0.3,0.00,1.3,677.320,,
1568,-40.9,-41.6,-2.0,2.7,286.3,0.3,0.00,1.3,677.773,,
1569,-41.7,-40.9,-2.9,2.7,286.3,0.3,0.00,1.0,678.225,,
1570,-43.3,-42.0,-4.5,2.7,286.3,0.3,0.00,-0.5,678.678,,
1571,-41.9,-42.3,-3.1,2.7,286.3,0.3,0.00,1.3,679.114,,
1572,-40.8,-42.0,-2.0,2.7,286.5,0.3,0.00,1.3,679.551,,
1573,-41.2,-41.3,-2.3,2.7,286.4,0.3,0.00,1.3,679.988,,
1574,-41.2,-41.1,-2.3,2.7,286.4,0.3,0.00,1.3,680.425,,
1575,-40.5,-41.0,-1.6,2.7,286.5,0.3,0.00,1.3,680.862,,
1576,-40.7,-40.8,-1.8,2.7,286.4,0.3,0.00,1.3,681.298,,
1577,-36.2,-39.1,2.6,2.7,286.5,0.3,0.00,1.3,681.751,,
1578,-44.1,-40.3,-5.2,2.7,286.2,0.3,0.00,1.2,682.188,,
1579,-41.5,-40.6,-2.7,2.7,286.5,0.3,0.00,0.9,682.640,,
1580,-45.1,-43.6,-6.2,2.7,286.6,0.3,0.00,1.3,683.092,,
1581,-43.3,-43.3,-4.5,2.7,286.5,0.3,0.00,1.3,683.529,,
1582,-39.3,-42.6,-0.4,2.7,286.2,0.3,0.00,1.4,683.966,,
1583,-31.9,-38.2,6.9,2.7,286.7,0.3,0.00,1.3,684.403,,
1584,-40.1,-37.1,-1.2,2.7,286.7,0.3,0.00,1.3,684.840,,
1585,-42.3,-38.1,-3.4,2.7,286.4,0.3,0.00,1.3,685.276,,
1586,-38.2,-40.2,0.6,2.7,286.1,0.3,0.00,1.3,685.713,,
1587,-36.6,-39.0,2.3,2.7,286.4,0.3,0.00,1.3,686.166,,
1588,-38.4,-37.7,0.5,2.7,286.1,0.3,0.00,1.0,686.618,,
1589,-41.0,-38.7,-2.2,2.7,286.3,0.3,0.00,1.4,687.070,,
1590,-43.9,-41.1,-5.0,2.7,286.2,0.3,0.00,1.3,687.507,,
1591,-41.4,-42.1,-2.6,2.7,286.2,0.3,0.00,1.4,687.944,,
1592,-40.3,-41.9,-1.5,2.7,286.2,0.3,0.00,1.4,688.381,,
1593,-41.1,-40.9,-2.2,2.7,286.1,0.3,0.00,1.3,688.818,,
1594,-40.2,-40.5,-1.3,2.7,286.0,0.3,0.00,1.3,689.254,,
1595,-41.1,-40.8,-2.2,2.7,286.0,0.3,0.00,1.3,689.691,,
1596,-39.5,-40.2,-0.6,2.7,286.1,0.3,0.00,1.3,690.144,,
1597,-41.3,-40.6,-2.4,2.7,286.0,0.3,0.00,1.0,690.596,,
1598,-40.0,-40.2,-1.2,2.7,286.0,0.3,0.00,1.3,691.048,,
1599,-41.4,-40.9,-2.6,2.7,286.0,0.3,0.00,1.3,691.501,,
1600,-42.0,-41.1,-3.1,2.7,286.1,0.3,0.00,1.3,691.953,,
1601,-40.6,-41.3,-1.7,2.7,286.0,0.3,0.00,0.8,692.406,,
1602,-40.0,-40.8,-1.1,2.7,286.0,0.3,0.00,0.7,692.842,,
1603,-38.7,-39.8,0.1,2.7,286.2,0.3,0.00,0.6,693.279,,
1604,-40.2,-39.6,-1.3,2.7,286.0,0.3,0.00,0.2,693.716,,
1605,-41.1,-40.0,-2.2,2.7,286.0,0.3,0.00,0.1,694.153,,
1606,-43.6,-41.6,-4.7,2.7,285.9,0.3,0.00,-0.1,694.590,,
1607,-44.6,-43.1,-5.8,2.7,285.9,0.3,0.00,1.4,695.026,,
1608,-42.2,-43.5,-3.3,2.7,285.9,0.3,0.00,1.4,695.463,,
1609,-37.5,-41.4,1.3,2.7,285.9,0.3,0.00,1.4,695.900,,
1610,-39.1,-39.6,-0.3,2.7,286.1,0.3,0.00,1.3,696.337,,
